"Hour","Temp_degC","Relative_humidity_p","Solar_radiation_wattsperm2","Rainfall_mm","Date","Station","Latitude","Longitude","Data_source"
"10","1.8","49","232","0.0",2015-01-05,"DCHI",39.73,-75.52,"DEOS"
"11","2.1","45","406","0.0",2015-01-05,"DCHI",39.73,-75.52,"DEOS"
"12","2.3","35","437","0.0",2015-01-05,"DCHI",39.73,-75.52,"DEOS"
"13","1.9","30","430","0.0",2015-01-05,"DCHI",39.73,-75.52,"DEOS"
"14","1.3","29","328","0.0",2015-01-05,"DCHI",39.73,-75.52,"DEOS"
"15","0.7","28","190","0.0",2015-01-05,"DCHI",39.73,-75.52,"DEOS"
"16","-0.4","28","28","0.0",2015-01-05,"DCHI",39.73,-75.52,"DEOS"
"17","-1.3","30","0","0.0",2015-01-05,"DCHI",39.73,-75.52,"DEOS"
"18","-2.0","32","0","0.0",2015-01-05,"DCHI",39.73,-75.52,"DEOS"
"19","-2.8","33","0","0.0",2015-01-05,"DCHI",39.73,-75.52,"DEOS"
"20","-3.3","36","0","0.0",2015-01-05,"DCHI",39.73,-75.52,"DEOS"
"21","-3.7","39","0","0.0",2015-01-05,"DCHI",39.73,-75.52,"DEOS"
"22","-4.3","39","0","0.0",2015-01-05,"DCHI",39.73,-75.52,"DEOS"
"23","-4.8","40","0","0.0",2015-01-05,"DCHI",39.73,-75.52,"DEOS"
"0","-5.3","41","0","0.0",2015-01-06,"DCHI",39.73,-75.52,"DEOS"
"1","-5.7","40","0","0.0",2015-01-06,"DCHI",39.73,-75.52,"DEOS"
"2","-6.0","42","0","0.0",2015-01-06,"DCHI",39.73,-75.52,"DEOS"
"3","-6.2","43","0","0.0",2015-01-06,"DCHI",39.73,-75.52,"DEOS"
"4","-6.1","45","0","0.0",2015-01-06,"DCHI",39.73,-75.52,"DEOS"
"5","-6.2","45","0","0.0",2015-01-06,"DCHI",39.73,-75.52,"DEOS"
"6","-7.5","76","0","0.0",2015-01-06,"DCHI",39.73,-75.52,"DEOS"
"7","-7.8","87","1","0.0",2015-01-06,"DCHI",39.73,-75.52,"DEOS"
"8","-7.7","90","13","0.0",2015-01-06,"DCHI",39.73,-75.52,"DEOS"
